Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2019-12-12,INFY,EQ,721.05,718.5,720.7,699.55,702.1,702.1,706.03,11112042,784541739445000.0,163350,4701874,0.42310000000000003
2019-12-13,INFY,EQ,702.1,700.35,712.9,700.35,711.5,711.3,708.5,10302412,729921456975000.0,132030,5440986,0.5281
2019-12-16,INFY,EQ,711.3,712.3,720.2,710.2,714.25,714.0,715.89,5616324,402069413110000.0,116838,3181046,0.5664
2019-12-17,INFY,EQ,714.0,719.7,731.25,715.0,730.5,729.7,726.51,10525565,764691788985000.0,193372,5918984,0.5623
2019-12-18,INFY,EQ,729.7,731.0,737.3,722.75,733.4,732.45,732.13,12215295,894324221425000.0,210673,6987100,0.5720000000000001
2019-12-19,INFY,EQ,732.45,733.5,735.95,724.6,732.0,730.85,729.59,7199210,525247499435000.06,165219,3944237,0.5479
2019-12-20,INFY,EQ,730.85,731.0,735.0,728.25,730.0,731.55,731.45,7794167,570107705975000.0,131404,4269114,0.5477000000000001
2019-12-23,INFY,EQ,731.55,732.15,737.3,731.65,735.95,736.0,734.61,4975608,365512811345000.0,80052,3045794,0.6121
2019-12-24,INFY,EQ,736.0,736.95,736.95,728.3,734.25,733.4,732.75,2890759,211819266085000.0,50306,1365090,0.4722
2019-12-26,INFY,EQ,733.4,732.0,734.55,726.55,729.5,728.95,730.42,3821806,279152846065000.0,48763,2112825,0.5528000000000001
2019-12-27,INFY,EQ,728.95,729.75,737.5,728.85,736.55,736.95,734.36,3399094,249617188865000.0,65467,1848140,0.5437
2019-12-30,INFY,EQ,736.95,736.1,737.95,727.25,732.5,732.9,732.53,5368416,393252216405000.0,115398,3267316,0.6086
2019-12-31,INFY,EQ,732.9,729.7,737.75,725.45,732.0,731.15,732.75,6927885,507641989730000.0,156522,2954104,0.4264
2020-01-01,INFY,EQ,731.15,735.0,740.0,732.55,739.35,736.85,735.35,2112415,155336874880000.0,36769,561646,0.2659
2020-01-02,INFY,EQ,736.85,738.9,740.8,730.9,735.75,734.7,735.22,5658200,416002533575000.0,102483,3413440,0.6033
2020-01-03,INFY,EQ,734.7,733.9,748.0,733.9,745.0,746.0,744.67,7882938,587017330235000.0,105632,3682521,0.4672
2020-01-06,INFY,EQ,746.0,746.1,753.8,736.5,738.5,738.85,743.51,6519403,484723698214999.94,129992,2871332,0.4404
2020-01-07,INFY,EQ,738.85,738.0,742.6,725.1,729.3,727.9,734.63,7899363,580311982455000.0,189680,3976564,0.5034000000000001
2020-01-08,INFY,EQ,727.9,724.95,729.0,708.3,718.9,718.2,717.84,8639443,620170752240000.0,232857,3579984,0.4144
